ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5681296,HN489310,07/25/2007 07:00:00 PM,015XX W FULLERTON AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1931,019,32,7,06,1165495,1916023,2007,04/15/2016 08:55:02 AM,41.925162632,-87.66731382,"(41.925162632, -87.66731382)"
5681297,HN488880,07/25/2007 04:42:32 PM,075XX S RIDGELAND AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0414,004,8,43,03,1189180,1855240,2007,04/15/2016 08:55:02 AM,41.757833398,-87.582238712,"(41.757833398, -87.582238712)"
5681298,HN491360,07/26/2007 10:30:00 PM,067XX S MAPLEWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0832,008,15,66,14,1160535,1859887,2007,04/15/2016 08:55:02 AM,41.77122378,-87.687091385,"(41.77122378, -87.687091385)"
5681300,HN490585,07/26/2007 04:29:24 PM,011XX W VAN BUREN ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,1213,012,2,28,26,1168551,1898323,2007,04/15/2016 08:55:02 AM,41.876527017,-87.656597758,"(41.876527017, -87.656597758)"
5681301,HN489890,07/26/2007 10:53:51 AM,007XX N OGDEN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,1323,012,27,24,06,1168983,1905444,2007,04/15/2016 08:55:02 AM,41.896058183,-87.654804865,"(41.896058183, -87.654804865)"
5681302,HN489736,07/26/2007 09:46:19 AM,019XX E 76TH ST,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,0414,004,8,43,03,1190392,1854962,2007,04/15/2016 08:55:02 AM,41.757041419,-87.577805896,"(41.757041419, -87.577805896)"
5681303,HN489252,07/25/2007 11:07:13 PM,027XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,0923,009,11,60,14,1169483,1886400,2007,04/15/2016 08:55:02 AM,41.843789115,-87.653522404,"(41.843789115, -87.653522404)"
5681304,HN490543,07/26/2007 05:04:09 PM,007XX N CENTRAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1524,015,37,25,08B,1138890,1904424,2007,04/15/2016 08:55:02 AM,41.893859063,-87.765356178,"(41.893859063, -87.765356178)"
5681305,HN490668,07/26/2007 04:00:00 PM,044XX W PARKER AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2524,025,31,20,08A,1146233,1917876,2007,04/15/2016 08:55:02 AM,41.930636171,-87.738044553,"(41.930636171, -87.738044553)"
5681306,HN490365,07/26/2007 03:10:00 PM,015XX W HASTINGS ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1231,012,2,28,03,1166236,1893811,2007,04/15/2016 08:55:02 AM,41.864195486,-87.665226596,"(41.864195486, -87.665226596)"
5681307,HN490605,07/26/2007 05:00:00 AM,028XX S HILLOCK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0923,009,11,60,14,1167315,1886032,2007,04/15/2016 08:55:02 AM,41.842826103,-87.661489065,"(41.842826103, -87.661489065)"
5681308,HN487570,07/24/2007 08:00:00 PM,012XX E 93RD ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,0413,004,8,47,05,1185953,1843558,2007,04/15/2016 08:55:02 AM,41.725853489,-87.594432733,"(41.725853489, -87.594432733)"
5681309,HN490641,07/26/2007 10:00:00 AM,031XX N MAJOR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,025,30,19,14,1137827,1920202,2007,04/15/2016 08:55:02 AM,41.937174961,-87.768878905,"(41.937174961, -87.768878905)"
5681310,HN490739,07/26/2007 05:00:00 PM,007XX N CENTRAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1524,015,37,25,08B,1138890,1904424,2007,04/15/2016 08:55:02 AM,41.893859063,-87.765356178,"(41.893859063, -87.765356178)"
5681311,HN490600,07/25/2007 02:00:00 AM,015XX N LOCKWOOD AVE,0460,BATTERY,SIMPLE,STREET,false,false,2532,025,37,25,08B,1140746,1909737,2007,04/15/2016 08:55:02 AM,41.908404642,-87.758408836,"(41.908404642, -87.758408836)"
5681312,HN491024,07/24/2007 10:30:00 AM,027XX N KOSTNER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,false,true,2524,025,31,20,26,1146566,1918081,2007,04/15/2016 08:55:02 AM,41.931192359,-87.736815598,"(41.931192359, -87.736815598)"
5681313,HN487882,07/25/2007 10:55:00 AM,015XX W WALTON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,true,false,1323,012,1,24,06,1166034,1906430,2007,04/15/2016 08:55:02 AM,41.898827324,-87.665607707,"(41.898827324, -87.665607707)"
5681314,HN487594,07/25/2007 11:39:46 AM,092XX S STONY ISLAND AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,OTHER,true,false,0413,004,8,48,11,1188407,1843930,2007,04/15/2016 08:55:02 AM,41.72681614,-87.585431864,"(41.72681614, -87.585431864)"
5681315,HN490449,07/26/2007 04:25:00 PM,054XX S WELLS ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0934,009,3,37,26,1175552,1868549,2007,04/15/2016 08:55:02 AM,41.794670403,-87.631785431,"(41.794670403, -87.631785431)"
5681317,HN490796,07/26/2007 06:18:52 PM,001XX N LAPORTE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1532,015,28,25,24,1143349,1900772,2007,04/15/2016 08:55:02 AM,41.883755375,-87.749070856,"(41.883755375, -87.749070856)"
5681318,HN490145,07/25/2007 11:45:00 AM,034XX S CALIFORNIA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,0913,009,12,58,11,1158259,1881644,2007,04/15/2016 08:55:02 AM,41.830974511,-87.694842029,"(41.830974511, -87.694842029)"
5681319,HN491054,07/26/2007 09:05:37 PM,010XX N MENARD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1511,015,29,25,08A,1137500,1906388,2007,04/15/2016 08:55:02 AM,41.899273661,-87.770413943,"(41.899273661, -87.770413943)"
5681320,HN490781,06/24/2007 03:30:00 PM,020XX W FULLERTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,1432,014,32,22,11,1162531,1915949,2007,04/15/2016 08:55:02 AM,41.925022229,-87.67820699,"(41.925022229, -87.67820699)"
5681321,HN487623,07/24/2007 11:00:00 PM,106XX S HOXIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0434,004,10,51,05,1195212,1834937,2007,04/15/2016 08:55:02 AM,41.701973542,-87.56080039,"(41.701973542, -87.56080039)"
5681322,HN442033,07/02/2007 02:00:00 PM,052XX S BISHOP ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0933,009,16,61,05,1167555,1870008,2007,04/15/2016 08:55:02 AM,41.798849412,-87.661068418,"(41.798849412, -87.661068418)"
5681323,HN490989,07/26/2007 08:22:13 PM,003XX N MAYFIELD AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,1512,015,29,25,03,1137104,1901547,2007,04/15/2016 08:55:02 AM,41.88599646,-87.771984796,"(41.88599646, -87.771984796)"
5681324,HN489260,07/25/2007 11:15:00 PM,030XX S LYMAN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0923,009,11,60,05,1167998,1884363,2007,04/15/2016 08:55:02 AM,41.838231521,-87.659030723,"(41.838231521, -87.659030723)"
5681325,HN487393,07/25/2007 02:20:00 AM,125XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0523,005,9,53,08B,1177219,1821695,2007,04/15/2016 08:55:02 AM,41.666059523,-87.627082357,"(41.666059523, -87.627082357)"
5681326,HN490520,07/26/2007 09:30:00 AM,025XX S SENOUR AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0923,009,11,60,06,1170064,1887250,2007,04/15/2016 08:55:02 AM,41.84610895,-87.651365491,"(41.84610895, -87.651365491)"
5681328,HN491094,07/26/2007 08:30:00 PM,008XX N BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1323,012,27,24,08B,1166591,1905576,2007,04/15/2016 08:55:02 AM,41.896471974,-87.663586367,"(41.896471974, -87.663586367)"
5681329,HN490646,07/26/2007 05:33:43 PM,050XX W JACKSON BLVD,031A,ROBBERY,ARMED: HANDGUN,COMMERCIAL / BUSINESS OFFICE,false,false,1533,015,28,25,03,1142947,1898203,2007,04/15/2016 08:55:02 AM,41.876713223,-87.750611108,"(41.876713223, -87.750611108)"
5681330,HN487473,07/25/2007 05:20:00 AM,0000X E 113TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0531,005,9,49,08B,1178442,1830053,2007,04/15/2016 08:55:02 AM,41.68896755,-87.622354212,"(41.68896755, -87.622354212)"
5681331,HN491619,07/26/2007 06:30:00 PM,085XX W GREGORY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1614,016,41,76,06,1118456,1935747,2007,04/15/2016 08:55:02 AM,41.98016032,-87.839742956,"(41.98016032, -87.839742956)"
5681332,HN490820,07/26/2007 07:17:23 PM,033XX S OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0913,009,12,59,14,1161567,1882417,2007,04/15/2016 08:55:02 AM,41.833027599,-87.682683249,"(41.833027599, -87.682683249)"
5681333,HN490688,07/26/2007 05:55:40 PM,018XX W 47TH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,0914,009,20,61,06,1164678,1873517,2007,04/15/2016 08:55:02 AM,41.808539785,-87.67151995,"(41.808539785, -87.67151995)"
5681334,HN490725,07/26/2007 05:55:00 PM,103XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0512,005,9,49,08B,1180407,1836439,2007,04/15/2016 08:55:02 AM,41.70644688,-87.614965468,"(41.70644688, -87.614965468)"
5681336,HN491390,07/27/2007 12:00:00 AM,003XX N STATE ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1834,018,42,8,06,1176297,1902643,2007,04/15/2016 08:55:02 AM,41.888210226,-87.628026869,"(41.888210226, -87.628026869)"
5681337,HN490802,07/26/2007 06:42:30 PM,033XX S OAKLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0913,009,12,59,14,1161567,1882423,2007,04/15/2016 08:55:02 AM,41.833044064,-87.682683083,"(41.833044064, -87.682683083)"
5681338,HN489978,07/26/2007 11:48:00 AM,097XX S HARVARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0511,005,21,49,08B,1175675,1840313,2007,04/15/2016 08:55:02 AM,41.717184698,-87.632178254,"(41.717184698, -87.632178254)"
5681339,HN491093,07/26/2007 09:29:00 PM,049XX W ADAMS ST,031A,ROBBERY,ARMED: HANDGUN,OTHER,true,false,1533,015,28,25,03,1143647,1898881,2007,04/15/2016 08:55:02 AM,41.878560668,-87.748023918,"(41.878560668, -87.748023918)"
5681340,HN491348,07/26/2007 11:30:00 PM,094XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2221,022,21,73,06,1167325,1842212,2007,04/15/2016 08:55:02 AM,41.722578383,-87.662706548,"(41.722578383, -87.662706548)"
5681341,HN491224,07/26/2007 10:25:00 PM,013XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,POLICE FACILITY/VEH PARKING LOT,false,false,1213,012,27,28,14,1167605,1898758,2007,04/15/2016 08:55:02 AM,41.877741106,-87.660058618,"(41.877741106, -87.660058618)"
5681342,HN489743,07/26/2007 09:15:00 AM,003XX W HUBBARD ST,0850,THEFT,ATTEMPT THEFT,OTHER,false,false,1831,018,42,8,06,1174164,1903263,2007,04/15/2016 08:55:02 AM,41.889959383,-87.635841395,"(41.889959383, -87.635841395)"
5681343,HN488934,07/25/2007 05:15:00 AM,083XX S BOND AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0424,004,10,46,05,1198608,1849821,2007,04/15/2016 08:55:02 AM,41.74273221,-87.547868249,"(41.74273221, -87.547868249)"
5681344,HN490476,07/26/2007 04:20:00 PM,013XX W 89TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,2222,022,21,71,18,1168756,1845781,2007,04/15/2016 08:55:02 AM,41.732341536,-87.657362305,"(41.732341536, -87.657362305)"
5681345,HN487346,07/25/2007 01:30:00 AM,081XX S MUSKEGON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0422,004,7,46,19,1196580,1851544,2007,04/15/2016 08:55:02 AM,41.74751081,-87.555241635,"(41.74751081, -87.555241635)"
5681346,HN491314,07/26/2007 11:53:28 PM,018XX W CERMAK RD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,1223,012,25,31,04B,1164547,1889441,2007,04/15/2016 08:55:02 AM,41.852239702,-87.671550497,"(41.852239702, -87.671550497)"
5681348,HN490817,07/26/2007 06:42:30 PM,033XX S OAKLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0913,009,12,59,14,1161567,1882417,2007,04/15/2016 08:55:02 AM,41.833027599,-87.682683249,"(41.833027599, -87.682683249)"
5681349,HN472591,07/17/2007 08:10:00 PM,118XX S LAFLIN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0524,005,34,53,15,1168462,1826319,2007,04/15/2016 08:55:02 AM,41.678941048,-87.658997658,"(41.678941048, -87.658997658)"
5681350,HN490106,07/26/2007 12:59:14 PM,092XX S WOODLAWN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0413,004,8,47,05,1185820,1844053,2007,04/15/2016 08:55:02 AM,41.727214955,-87.59490436,"(41.727214955, -87.59490436)"
5681351,HN491080,07/26/2007 09:10:00 PM,094XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,2223,022,21,73,18,1172642,1842106,2007,04/15/2016 08:55:02 AM,41.722172191,-87.643234161,"(41.722172191, -87.643234161)"
5681352,HN491627,07/26/2007 09:30:00 PM,087XX S EXCHANGE AVE,0810,THEFT,OVER $500,STREET,false,false,0423,004,10,46,06,1197282,1847598,2007,04/15/2016 08:55:02 AM,41.736665235,-87.552800507,"(41.736665235, -87.552800507)"
5681353,HN490892,07/26/2007 07:55:07 PM,011XX N LECLAIRE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,1531,015,37,25,04A,1142156,1907039,2007,04/15/2016 08:55:02 AM,41.900974974,-87.753296145,"(41.900974974, -87.753296145)"
5681354,HN490980,07/26/2007 07:00:00 PM,021XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,0134,001,3,33,26,1176651,1890108,2007,04/15/2016 08:55:02 AM,41.853805427,-87.627105604,"(41.853805427, -87.627105604)"
5681355,HN479501,07/21/2007 01:00:00 AM,096XX S CALUMET AVE,0460,BATTERY,SIMPLE,ALLEY,false,false,0511,005,6,49,08B,1180281,1841094,2007,04/15/2016 08:55:02 AM,41.719223689,-87.615284715,"(41.719223689, -87.615284715)"
5681356,HN489459,07/26/2007 02:50:00 AM,009XX W ARGYLE ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2024,020,48,3,03,1169082,1933605,2007,04/15/2016 08:55:02 AM,41.973331124,-87.653621238,"(41.973331124, -87.653621238)"
5681357,HN491000,07/26/2007 08:23:27 PM,043XX S SACRAMENTO AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,0912,009,14,58,26,1157080,1875820,2007,04/15/2016 08:55:02 AM,41.815016693,-87.699325561,"(41.815016693, -87.699325561)"
5681358,HN490097,06/26/2007 06:00:00 AM,040XX W 115TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2211,022,19,74,26,1151300,1828012,2007,04/15/2016 08:55:02 AM,41.683938411,-87.721774124,"(41.683938411, -87.721774124)"
5681359,HN490861,07/25/2007 04:30:00 PM,080XX S HOUSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0422,004,7,46,05,1197885,1852332,2007,04/15/2016 08:55:02 AM,41.749640657,-87.550433568,"(41.749640657, -87.550433568)"
5681360,HN488147,07/25/2007 01:30:00 PM,006XX E GRAND AVE,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,false,false,1834,018,42,8,06,1180796,1904058,2007,04/15/2016 08:55:02 AM,41.891990384,-87.611461502,"(41.891990384, -87.611461502)"
5681361,HN491160,07/26/2007 10:05:00 PM,111XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,2233,022,34,75,18,1172969,1831010,2007,04/15/2016 08:55:02 AM,41.691715917,-87.642362528,"(41.691715917, -87.642362528)"
5681362,HN491495,07/14/2007 10:00:00 AM,009XX W FULTON MARKET,0810,THEFT,OVER $500,WAREHOUSE,false,false,1212,012,27,28,06,1169946,1902060,2007,04/15/2016 08:55:02 AM,41.886751311,-87.651366768,"(41.886751311, -87.651366768)"
5681363,HN491622,07/27/2007 06:00:00 AM,030XX W ROSEMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2413,024,50,2,14,1155005,1941645,2007,04/15/2016 08:55:02 AM,41.995688105,-87.705168864,"(41.995688105, -87.705168864)"
5681364,HN491244,07/26/2007 10:50:06 PM,015XX W 51ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0931,009,16,61,08B,1166748,1870906,2007,04/15/2016 08:55:02 AM,41.80133091,-87.664002225,"(41.80133091, -87.664002225)"
5681365,HN487347,07/25/2007 12:30:00 AM,050XX S ST LAWRENCE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0223,002,4,38,03,1181114,1871511,2007,04/15/2016 08:55:02 AM,41.802672022,-87.611298618,"(41.802672022, -87.611298618)"
5681366,HN484524,04/28/2007 03:00:00 PM,026XX N HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,1933,019,43,7,11,1170480,1918009,2007,04/15/2016 08:55:02 AM,41.9305046,-87.648938479,"(41.9305046, -87.648938479)"
5681367,HN489510,07/26/2007 05:01:00 AM,008XX W CASTLEWOOD TER,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,2024,020,48,3,05,1169758,1932708,2007,04/15/2016 08:55:02 AM,41.970854987,-87.651161711,"(41.970854987, -87.651161711)"
5681368,HN489443,07/26/2007 12:01:00 AM,002XX W 112TH PL,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0522,005,34,49,08B,1176746,1830341,2007,04/15/2016 08:55:02 AM,41.689796109,-87.628554556,"(41.689796109, -87.628554556)"
5681369,HN490800,07/26/2007 06:36:20 PM,056XX W LAKE ST,0850,THEFT,ATTEMPT THEFT,PARKING LOT/GARAGE(NON.RESID.),false,false,1512,015,29,25,06,1138440,1902209,2007,04/15/2016 08:55:02 AM,41.887788986,-87.767062592,"(41.887788986, -87.767062592)"
5681371,HN491030,07/26/2007 07:35:00 PM,011XX S HAMILTON AVE,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,GOVERNMENT BUILDING/PROPERTY,false,false,1224,012,2,28,14,1162121,1895023,2007,04/15/2016 08:55:02 AM,41.867608211,-87.680298775,"(41.867608211, -87.680298775)"
5681372,HN489300,07/26/2007 12:10:00 AM,113XX S VINCENNES AVE,0460,BATTERY,SIMPLE,STREET,false,false,2212,022,19,75,08B,1166462,1829356,2007,04/15/2016 08:55:02 AM,41.687317825,-87.666232399,"(41.687317825, -87.666232399)"
5681373,HN489520,07/26/2007 02:31:00 AM,076XX S EAST END AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,true,false,0414,004,8,43,02,1188864,1854562,2007,04/15/2016 08:55:02 AM,41.75598047,-87.583418456,"(41.75598047, -87.583418456)"
5681374,HN489448,07/26/2007 02:50:00 AM,100XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0511,005,9,49,14,1177374,1838313,2007,04/15/2016 08:55:02 AM,41.711658289,-87.626015756,"(41.711658289, -87.626015756)"
5681375,HN491179,07/26/2007 08:00:00 PM,053XX S BISHOP ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0933,009,16,61,05,1167574,1869311,2007,04/15/2016 08:55:02 AM,41.796936356,-87.661018732,"(41.796936356, -87.661018732)"
5681376,HN483019,07/22/2007 11:30:00 PM,072XX S ASHLAND AVE,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,SIDEWALK,false,false,0735,007,17,67,03,1166931,1856889,2007,04/15/2016 08:55:02 AM,41.762862598,-87.663731403,"(41.762862598, -87.663731403)"
5681377,HN484874,07/13/2007 09:00:00 AM,113XX S STEWART AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0522,005,34,49,06,1175653,1829635,2007,04/15/2016 08:55:02 AM,41.687883207,-87.632577055,"(41.687883207, -87.632577055)"
5681378,HN489506,07/26/2007 04:37:00 AM,008XX W CASTLEWOOD TER,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,2024,020,48,3,05,1169850,1932711,2007,04/15/2016 08:55:02 AM,41.970861208,-87.650823333,"(41.970861208, -87.650823333)"
5681380,HN491632,07/26/2007 07:00:00 PM,038XX N OKETO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1631,016,36,17,14,1126050,1924562,2007,04/15/2016 08:55:02 AM,41.949343957,-87.812064655,"(41.949343957, -87.812064655)"
5681381,HN490870,07/26/2007 07:00:00 PM,012XX W GREENLEAF AVE,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,PARK PROPERTY,true,false,2423,024,49,1,04A,1166946,1947103,2007,04/15/2016 08:55:02 AM,42.010416183,-87.661086131,"(42.010416183, -87.661086131)"
5681382,HN491549,07/27/2007 12:15:00 AM,056XX W ADAMS BLVD,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1513,015,29,25,06,1138794,1898548,2007,04/15/2016 08:55:02 AM,41.877736309,-87.765851472,"(41.877736309, -87.765851472)"
5681384,HN489527,07/26/2007 05:45:00 AM,125XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0523,005,9,53,14,1177212,1821876,2007,04/15/2016 08:55:02 AM,41.666556373,-87.627102546,"(41.666556373, -87.627102546)"
5681386,HN488956,07/20/2007 10:30:00 AM,011XX N DEARBORN ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,false,false,1824,018,42,8,07,1175736,1907732,2007,04/15/2016 08:55:02 AM,41.902187338,-87.629933817,"(41.902187338, -87.629933817)"
5681387,HN491345,07/26/2007 11:55:00 PM,082XX S COLES AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0424,004,7,46,04B,1198251,1850933,2007,04/15/2016 08:55:02 AM,41.745792554,-87.549139144,"(41.745792554, -87.549139144)"
5681388,HN491444,07/27/2007 01:35:00 AM,133XX S CORLISS AVE,041A,BATTERY,AGGRAVATED: HANDGUN,CHA APARTMENT,false,false,0533,005,9,54,04B,1184077,1817288,2007,04/15/2016 08:55:02 AM,41.653809103,-87.602121386,"(41.653809103, -87.602121386)"
5681389,HN491361,07/27/2007 12:05:00 AM,006XX W LAKE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0111,001,27,28,03,1171728,1901690,2007,04/15/2016 08:55:02 AM,41.88569696,-87.644833747,"(41.88569696, -87.644833747)"
5681390,HN490294,07/26/2007 08:30:00 AM,057XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,false,false,2022,020,48,77,06,1168592,1938386,2007,04/15/2016 08:55:02 AM,41.986460964,-87.655283903,"(41.986460964, -87.655283903)"
5681391,HN491487,07/27/2007 02:07:20 AM,079XX S ESSEX AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,0422,004,7,46,24,1194232,1852910,2007,04/15/2016 08:55:02 AM,41.751317167,-87.563800456,"(41.751317167, -87.563800456)"
5681392,HN481251,07/21/2007 07:30:00 PM,001XX E 43RD ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,0214,002,3,38,03,1177984,1876541,2007,04/15/2016 08:55:02 AM,41.816546363,-87.622625054,"(41.816546363, -87.622625054)"
5681393,HN491433,07/27/2007 01:15:21 AM,121XX S NORMAL AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0523,005,34,53,08A,1175154,1824481,2007,04/15/2016 08:55:02 AM,41.673750948,-87.634556871,"(41.673750948, -87.634556871)"
5681395,HN491473,07/27/2007 02:15:00 AM,0000X S MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1513,015,29,25,08B,1136839,1899281,2007,04/15/2016 08:55:02 AM,41.879783007,-87.773012281,"(41.879783007, -87.773012281)"
5681397,HN490947,07/26/2007 06:00:00 PM,029XX S ARCHER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0923,009,11,60,07,1168003,1885427,2007,04/15/2016 08:55:02 AM,41.84115113,-87.658981722,"(41.84115113, -87.658981722)"
5681398,HN483029,07/23/2007 10:50:00 PM,063XX S WOOD ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0725,007,15,67,06,1165427,1862674,2007,04/15/2016 08:55:02 AM,41.778769405,-87.669080073,"(41.778769405, -87.669080073)"
5681399,HN490192,07/26/2007 01:08:00 PM,013XX S CLINTON ST,0850,THEFT,ATTEMPT THEFT,PARKING LOT/GARAGE(NON.RESID.),false,false,0131,001,2,28,06,1172924,1894302,2007,04/15/2016 08:55:02 AM,41.865397377,-87.640660777,"(41.865397377, -87.640660777)"
5681400,HN489884,07/26/2007 10:54:57 AM,016XX E 87TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,0412,004,8,45,06,1188659,1847618,2007,04/15/2016 08:55:02 AM,41.736930377,-87.584391221,"(41.736930377, -87.584391221)"
5681401,HN489051,07/25/2007 08:57:00 PM,048XX W SUPERIOR ST,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,1531,015,28,25,18,1143966,1904526,2007,04/15/2016 08:55:02 AM,41.894045243,-87.746710908,"(41.894045243, -87.746710908)"
5681402,HN490045,07/23/2007 10:30:00 AM,062XX N TALMAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2413,024,50,2,05,1157533,1941240,2007,04/15/2016 08:55:02 AM,41.994525504,-87.695880634,"(41.994525504, -87.695880634)"
5802728,HN611107,09/24/2004 09:33:00 PM,053XX N OLCOTT AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,RESIDENCE,true,false,1613,016,41,10,26,,,2004,08/17/2015 03:03:40 PM,,,
