ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5679862,HN487108,07/24/2007 10:11:00 PM,054XX S ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0934,009,16,61,14,1169912,1868555,2007,04/15/2016 08:55:02 AM,41.794811309,-87.652466989,"(41.794811309, -87.652466989)"
5679863,HN488302,07/24/2007 01:00:00 PM,082XX S TALMAN AVE,0460,BATTERY,SIMPLE,STREET,false,false,0835,008,18,70,08B,1160134,1850078,2007,04/15/2016 08:55:02 AM,41.744314668,-87.688830696,"(41.744314668, -87.688830696)"
5679864,HN487195,07/24/2007 02:20:00 PM,034XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1731,017,30,16,08B,1148204,1922490,2007,04/15/2016 08:55:02 AM,41.943259605,-87.730682304,"(41.943259605, -87.730682304)"
5679865,HN484199,07/21/2007 12:30:00 PM,035XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1412,014,35,21,06,1152064,1921048,2007,04/15/2016 08:55:02 AM,41.9392273,-87.716532899,"(41.9392273, -87.716532899)"
5679866,HN489706,07/26/2007 03:00:00 AM,048XX W ARGYLE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,false,false,1623,016,45,12,14,1143169,1932807,2007,04/15/2016 08:55:02 AM,41.971665985,-87.74893007,"(41.971665985, -87.74893007)"
5679868,HN479171,07/20/2007 11:40:00 PM,023XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1033,010,12,30,14,1158058,1888522,2007,04/15/2016 08:55:02 AM,41.849852628,-87.695392076,"(41.849852628, -87.695392076)"
5679870,HN487786,07/25/2007 10:20:00 AM,001XX E 71ST ST,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,0323,003,6,69,06,1178576,1857978,2007,04/15/2016 08:55:02 AM,41.765594255,-87.62101766,"(41.765594255, -87.62101766)"
5679872,HN489597,07/26/2007 03:00:00 AM,024XX N FRANCISCO AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1414,014,35,22,06,1156634,1915948,2007,04/15/2016 08:55:02 AM,41.925141071,-87.699875328,"(41.925141071, -87.699875328)"
5679873,HN488796,07/25/2007 06:50:00 PM,098XX S PARNELL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,true,false,2223,022,21,73,15,1174363,1839821,2007,04/15/2016 08:55:02 AM,41.715863801,-87.636998103,"(41.715863801, -87.636998103)"
5679874,HN486104,07/24/2007 11:30:00 AM,017XX W PIERCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1433,014,1,24,05,1164550,1910426,2007,04/15/2016 08:55:02 AM,41.909824195,-87.670945023,"(41.909824195, -87.670945023)"
5679875,HN485891,07/22/2007 12:05:00 AM,016XX N WESTERN AVE,0810,THEFT,OVER $500,STREET,false,false,1434,014,1,24,06,1160114,1910738,2007,04/15/2016 08:55:02 AM,41.910773194,-87.687232407,"(41.910773194, -87.687232407)"
5679876,HN488180,07/25/2007 02:10:00 PM,035XX W FULLERTON AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1413,014,26,22,08B,1152506,1915731,2007,04/15/2016 08:55:02 AM,41.924628284,-87.71504934,"(41.924628284, -87.71504934)"
5679877,HN485606,07/23/2007 09:00:00 AM,015XX N ARTESIAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1423,014,1,24,06,1159792,1910263,2007,04/15/2016 08:55:02 AM,41.909476407,-87.68842844,"(41.909476407, -87.68842844)"
5679878,HN459531,04/23/2007 12:01:00 AM,026XX N SACRAMENTO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1411,014,35,22,26,1155923,1917476,2007,04/15/2016 08:55:02 AM,41.929348403,-87.70244657,"(41.929348403, -87.70244657)"
5679879,HN485432,07/23/2007 08:00:00 PM,030XX W PALMER BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1414,014,35,22,06,1155945,1914325,2007,04/15/2016 08:55:02 AM,41.920701371,-87.702450917,"(41.920701371, -87.702450917)"
5679881,HN486824,07/23/2007 07:00:00 PM,010XX N STATE ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,1824,018,42,8,06,1176172,1907536,2007,04/15/2016 08:55:02 AM,41.901639684,-87.62833826,"(41.901639684, -87.62833826)"
5679882,HN485055,07/23/2007 10:00:39 PM,082XX S DR MARTIN LUTHER KING JR DR,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0631,006,6,44,04B,1180332,1850554,2007,04/15/2016 08:55:02 AM,41.745181902,-87.614808669,"(41.745181902, -87.614808669)"
5679885,HN477072,07/19/2007 11:00:00 PM,003XX W OAK ST,2027,NARCOTICS,POSS: CRACK,CHA APARTMENT,true,false,1823,018,27,8,18,1173484,1907095,2007,04/15/2016 08:55:02 AM,41.900489748,-87.638224621,"(41.900489748, -87.638224621)"
5679887,HN488976,07/25/2007 08:35:00 PM,050XX W GLADYS AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1533,015,29,25,08B,1142579,1897865,2007,04/15/2016 08:55:02 AM,41.875792556,-87.751970712,"(41.875792556, -87.751970712)"
5679888,HN489702,07/25/2007 04:00:00 PM,044XX S SPAULDING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,0821,008,14,58,26,1155096,1875110,2007,04/15/2016 08:55:02 AM,41.813108297,-87.706622217,"(41.813108297, -87.706622217)"
5679889,HN485186,07/23/2007 11:15:00 PM,003XX E 89TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0633,006,6,44,08B,1179726,1846039,2007,04/15/2016 08:55:02 AM,41.732806071,-87.617166805,"(41.732806071, -87.617166805)"
5679890,HN487318,07/25/2007 12:30:00 AM,026XX S HAMLIN AVE,0820,THEFT,$500 AND UNDER,STREET,true,false,1031,010,22,30,06,1151465,1886207,2007,04/15/2016 08:55:02 AM,41.843631833,-87.719650234,"(41.843631833, -87.719650234)"
5679891,HN488326,07/25/2007 12:30:00 AM,042XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,false,0935,009,3,37,14,1175000,1876652,2007,04/15/2016 08:55:02 AM,41.81691816,-87.633567673,"(41.81691816, -87.633567673)"
5679892,HN485796,07/21/2007 07:30:00 PM,032XX W ROOSEVELT RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,SMALL RETAIL STORE,false,false,1134,011,24,29,06,1155131,1894531,2007,04/15/2016 08:55:02 AM,41.86640116,-87.705973505,"(41.86640116, -87.705973505)"
5679893,HN485700,07/24/2007 10:00:00 AM,005XX W 118TH ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0524,005,34,53,08A,1174930,1826649,2007,04/15/2016 08:55:02 AM,41.679705267,-87.63531245,"(41.679705267, -87.63531245)"
5679894,HN489309,07/25/2007 11:55:00 PM,010XX N CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1311,012,26,24,14,1157537,1906782,2007,04/15/2016 08:55:02 AM,41.899970476,-87.696807233,"(41.899970476, -87.696807233)"
5679895,HN489348,07/25/2007 11:00:00 AM,040XX S LAKE PARK AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,false,2123,002,4,36,26,1183624,1878499,2007,04/15/2016 08:55:02 AM,41.821789385,-87.601875318,"(41.821789385, -87.601875318)"
5679896,HN485269,07/24/2007 12:30:00 AM,010XX N KEYSTONE AVE,0460,BATTERY,SIMPLE,STREET,true,false,1111,011,37,23,08B,1149200,1906534,2007,04/15/2016 08:55:02 AM,41.899455597,-87.727435839,"(41.899455597, -87.727435839)"
5679897,HN425202,06/23/2007 06:00:00 PM,013XX W TAYLOR ST,0810,THEFT,OVER $500,STREET,false,false,1231,012,2,28,06,1167739,1895709,2007,04/15/2016 08:55:02 AM,41.869371524,-87.659654473,"(41.869371524, -87.659654473)"
5679898,HN488972,07/25/2007 08:35:00 PM,076XX N BOSWORTH AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,GOVERNMENT BUILDING/PROPERTY,true,false,2422,024,49,1,26,1164635,1950634,2007,04/15/2016 08:55:02 AM,42.020154788,-87.669488362,"(42.020154788, -87.669488362)"
5679899,HN482860,07/22/2007 01:00:00 PM,074XX S LAFAYETTE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0731,007,6,69,05,1177127,1855680,2007,04/15/2016 08:55:02 AM,41.759321089,-87.626397903,"(41.759321089, -87.626397903)"
5679900,HN489591,07/25/2007 09:30:00 PM,017XX W AUGUSTA BLVD,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,false,false,1322,012,1,24,07,1164797,1906725,2007,04/15/2016 08:55:02 AM,41.899663155,-87.670142762,"(41.899663155, -87.670142762)"
5679901,HN488193,07/25/2007 07:30:00 AM,023XX E 75TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,0334,003,7,43,14,1192983,1855687,2007,04/15/2016 08:55:02 AM,41.758968042,-87.568286849,"(41.758968042, -87.568286849)"
5679902,HN488121,07/25/2007 11:15:00 AM,011XX S CANAL ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,0131,001,2,28,06,1173303,1895451,2007,04/15/2016 08:55:02 AM,41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
5679903,HN488771,07/25/2007 04:25:00 PM,041XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1722,017,39,14,08B,1148097,1931582,2007,04/15/2016 08:55:02 AM,41.968210822,-87.730840643,"(41.968210822, -87.730840643)"
5679905,HN479825,07/21/2007 07:00:00 AM,043XX W 17TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT/LAND,false,false,1012,010,24,29,14,1147744,1891357,2007,04/15/2016 08:55:02 AM,41.857836248,-87.733173575,"(41.857836248, -87.733173575)"
5679906,HN488639,07/24/2007 04:00:00 PM,074XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0324,003,5,43,06,1186498,1855968,2007,04/15/2016 08:55:02 AM,41.759894934,-87.592044796,"(41.759894934, -87.592044796)"
5679907,HN477237,07/20/2007 02:00:00 AM,002XX W ERIE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1831,018,42,8,18,1174465,1904732,2007,04/15/2016 08:55:02 AM,41.893983682,-87.634692073,"(41.893983682, -87.634692073)"
5679908,HN489091,07/25/2007 09:25:00 PM,049XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,0911,009,14,63,06,1161205,1871773,2007,04/15/2016 08:55:02 AM,41.803826714,-87.684306489,"(41.803826714, -87.684306489)"
5679909,HN486949,07/24/2007 08:50:37 PM,118XX S LA SALLE ST,0460,BATTERY,SIMPLE,STREET,true,false,0522,005,34,53,08B,1177385,1826539,2007,04/15/2016 08:55:02 AM,41.67934848,-87.626329408,"(41.67934848, -87.626329408)"
5679910,HN489185,07/25/2007 09:55:00 PM,019XX E 75TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,true,false,0333,003,8,43,03,1190596,1855629,2007,04/15/2016 08:55:02 AM,41.758866805,-87.577036792,"(41.758866805, -87.577036792)"
5679912,HN486150,07/23/2007 09:45:00 AM,011XX W 104TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2232,022,34,73,06,1170551,1835839,2007,04/15/2016 08:55:02 AM,41.705020341,-87.651075074,"(41.705020341, -87.651075074)"
5679913,HN484867,07/19/2007 07:00:00 PM,035XX W 78TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0835,008,18,70,08B,1154126,1852651,2007,04/15/2016 08:55:02 AM,41.751496784,-87.710776695,"(41.751496784, -87.710776695)"
5679914,HN488460,07/25/2007 04:00:00 PM,064XX S KNOX AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,true,true,0813,008,13,64,26,1146486,1861530,2007,04/15/2016 08:55:02 AM,41.77601059,-87.738549072,"(41.77601059, -87.738549072)"
5679915,HN489113,07/24/2007 11:00:00 PM,062XX W HUNTINGTON ST,0810,THEFT,OVER $500,STREET,false,false,1611,016,45,10,06,1133767,1940948,2007,04/15/2016 08:55:02 AM,41.994176407,-87.783310838,"(41.994176407, -87.783310838)"
5679916,HN485355,07/24/2007 02:45:00 AM,076XX S ABERDEEN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0612,006,17,71,05,1170307,1854152,2007,04/15/2016 08:55:02 AM,41.755279135,-87.651437311,"(41.755279135, -87.651437311)"
5679917,HN478715,07/20/2007 07:03:00 PM,046XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1113,011,28,25,14,1145349,1901055,2007,04/15/2016 08:55:02 AM,41.884494361,-87.741719427,"(41.884494361, -87.741719427)"
5679918,HN486479,07/24/2007 04:45:00 PM,032XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1732,017,31,21,06,1149530,1921423,2007,04/15/2016 08:55:02 AM,41.940305985,-87.72583634,"(41.940305985, -87.72583634)"
5679919,HN482876,07/22/2007 10:22:30 PM,004XX W 56TH ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0711,007,3,68,08B,1174363,1867968,2007,04/15/2016 08:55:02 AM,41.793102623,-87.63616273,"(41.793102623, -87.63616273)"
5679920,HN488458,07/25/2007 12:30:00 PM,068XX S RIDGELAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0332,003,5,43,06,1189044,1860065,2007,04/15/2016 08:55:02 AM,41.771076867,-87.582582791,"(41.771076867, -87.582582791)"
5679921,HN489154,07/25/2007 10:35:00 PM,053XX S BISHOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0933,009,16,61,14,1167576,1869236,2007,04/15/2016 08:55:02 AM,41.796730504,-87.661013549,"(41.796730504, -87.661013549)"
5679922,HN489233,07/25/2007 11:20:00 PM,067XX N WESTERN AVE,0460,BATTERY,SIMPLE,STREET,false,false,2412,024,50,2,08B,1159092,1944748,2007,04/15/2016 08:55:02 AM,42.004119592,-87.690048974,"(42.004119592, -87.690048974)"
5679924,HN482923,07/22/2007 10:45:00 PM,027XX W CORTLAND ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1421,014,1,22,06,1157652,1912508,2007,04/15/2016 08:55:02 AM,41.91568075,-87.696228623,"(41.91568075, -87.696228623)"
5679925,HN486629,07/24/2007 06:00:00 PM,122XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0524,005,34,53,14,1169883,1823564,2007,04/15/2016 08:55:02 AM,41.671350221,-87.653875744,"(41.671350221, -87.653875744)"
5679928,HN488330,07/25/2007 03:24:00 PM,001XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0124,001,42,32,08B,1177291,1901044,2007,04/15/2016 08:55:02 AM,41.883800008,-87.624425111,"(41.883800008, -87.624425111)"
5679929,HN484977,07/23/2007 09:40:00 PM,007XX S SPRINGFIELD AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1132,011,24,26,08B,1150510,1896165,2007,04/15/2016 08:55:02 AM,41.87097646,-87.722895103,"(41.87097646, -87.722895103)"
5679930,HN489670,07/25/2007 09:00:00 AM,012XX N LA SALLE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1821,018,43,8,11,1174910,1908568,2007,04/15/2016 08:55:02 AM,41.904499908,-87.632942733,"(41.904499908, -87.632942733)"
5679931,HN488561,07/25/2007 05:10:00 PM,055XX W GLADYS AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1522,015,29,25,08B,1139693,1897797,2007,04/15/2016 08:55:02 AM,41.875659108,-87.762568861,"(41.875659108, -87.762568861)"
5679932,HN482911,07/22/2007 10:15:32 PM,016XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0725,007,15,67,14,1166634,1860283,2007,04/15/2016 08:55:02 AM,41.772182524,-87.664723261,"(41.772182524, -87.664723261)"
5679933,HN483209,07/23/2007 03:33:00 AM,057XX S ALBANY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,0824,008,14,63,15,1156697,1866311,2007,04/15/2016 08:55:02 AM,41.788930452,-87.700987081,"(41.788930452, -87.700987081)"
5679934,HN485949,07/24/2007 08:20:00 AM,079XX S WOOD ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0611,006,18,71,05,1165730,1852005,2007,04/15/2016 08:55:02 AM,41.749485789,-87.668271663,"(41.749485789, -87.668271663)"
5679935,HN488333,07/25/2007 02:46:00 PM,016XX W ERIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1324,012,1,24,14,1165327,1904420,2007,04/15/2016 08:55:02 AM,41.893326808,-87.668261706,"(41.893326808, -87.668261706)"
5679936,HN443187,07/03/2007 09:30:00 AM,089XX S ASHLAND AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,HOTEL/MOTEL,false,false,2221,022,21,73,26,1167235,1845486,2007,04/15/2016 08:55:02 AM,41.731564657,-87.662942811,"(41.731564657, -87.662942811)"
5679937,HN477862,07/20/2007 12:15:00 PM,008XX N MOHAWK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,true,false,1823,018,27,8,18,1172683,1906098,2007,04/15/2016 08:55:02 AM,41.897771695,-87.641196251,"(41.897771695, -87.641196251)"
5679938,HN482518,07/22/2007 06:00:00 PM,028XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,CLEANING STORE,false,false,1412,014,35,21,06,1152824,1918773,2007,04/15/2016 08:55:02 AM,41.932969483,-87.713800099,"(41.932969483, -87.713800099)"
5679939,HN476639,07/19/2007 06:30:00 AM,072XX S YATES BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,0334,003,7,43,06,1193460,1857518,2007,04/15/2016 08:55:02 AM,41.763980792,-87.566478882,"(41.763980792, -87.566478882)"
5679940,HN485659,07/23/2007 10:00:00 PM,076XX S EMERALD AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,0621,006,17,71,26,1172626,1854182,2007,04/15/2016 08:55:02 AM,41.755310706,-87.642937921,"(41.755310706, -87.642937921)"
5679941,HN488820,07/25/2007 04:30:00 PM,010XX N LECLAIRE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1531,015,37,25,08B,1142171,1906439,2007,04/15/2016 08:55:02 AM,41.899328226,-87.75325595,"(41.899328226, -87.75325595)"
5679943,HN479775,07/20/2007 06:30:00 PM,033XX W 16TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,1021,010,24,29,14,1154170,1891841,2007,04/15/2016 08:55:02 AM,41.859038718,-87.709573196,"(41.859038718, -87.709573196)"
5679944,HN487273,07/24/2007 11:00:00 PM,036XX W DOUGLAS BLVD,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,true,false,1011,010,24,29,07,1152175,1893209,2007,04/15/2016 08:55:02 AM,41.862832207,-87.716860183,"(41.862832207, -87.716860183)"
10513493,HZ255026,05/07/2016 12:35:00 PM,007XX E 111TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0531,005,9,50,26,1183375,1831504,2016,05/14/2016 03:53:39 PM,41.692836143,-87.604249857,"(41.692836143, -87.604249857)"
5679945,HN488999,07/25/2007 08:24:00 PM,080XX S PULASKI RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0834,008,18,70,24,1151119,1851093,2007,04/15/2016 08:55:02 AM,41.747280543,-87.721836627,"(41.747280543, -87.721836627)"
5679946,HN487916,07/25/2007 02:30:00 AM,047XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0931,009,20,61,08B,1165477,1873293,2007,04/15/2016 08:55:02 AM,41.807908182,-87.668595747,"(41.807908182, -87.668595747)"
5679947,HN487749,07/24/2007 11:30:00 AM,046XX N MILWAUKEE AVE,0810,THEFT,OVER $500,PARK PROPERTY,false,false,1623,016,45,15,06,1140652,1930355,2007,04/15/2016 08:55:02 AM,41.96498423,-87.758246066,"(41.96498423, -87.758246066)"
5679948,HN488855,07/25/2007 07:10:00 PM,019XX W NORTH AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1424,014,1,24,06,1163189,1910666,2007,04/15/2016 08:55:02 AM,41.910511504,-87.675938005,"(41.910511504, -87.675938005)"
5679949,HN484611,07/23/2007 06:20:00 PM,047XX W FLOURNOY ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1131,011,24,25,08A,1144719,1896604,2007,04/15/2016 08:55:02 AM,41.872292172,-87.744145102,"(41.872292172, -87.744145102)"
5679950,HN488112,07/25/2007 01:20:43 PM,0000X E MONROE ST,0320,ROBBERY,STRONGARM - NO WEAPON,TAXICAB,true,false,0123,001,42,32,03,1176591,1899936,2007,04/15/2016 08:55:02 AM,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
5679951,HN482932,07/22/2007 10:41:16 PM,071XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0735,007,17,67,14,1164256,1857410,2007,04/15/2016 08:55:02 AM,41.764349018,-87.673521113,"(41.764349018, -87.673521113)"
5679952,HN479597,07/21/2007 05:16:00 AM,019XX W EVERGREEN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,1424,014,1,24,04B,1163242,1909073,2007,04/15/2016 08:55:02 AM,41.906139084,-87.675788165,"(41.906139084, -87.675788165)"
5679953,HN488863,07/25/2007 07:20:00 PM,008XX E 65TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,true,false,0312,003,20,42,04B,1183148,1862099,2007,04/15/2016 08:55:02 AM,41.776797552,-87.604131898,"(41.776797552, -87.604131898)"
5679954,HN479117,07/20/2007 11:00:00 PM,039XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1122,011,28,26,08B,1150205,1899372,2007,04/15/2016 08:55:02 AM,41.879782775,-87.72393128,"(41.879782775, -87.72393128)"
5679955,HN486431,07/24/2007 04:14:00 PM,080XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0631,006,8,44,08B,1183300,1851826,2007,04/15/2016 08:55:02 AM,41.748603883,-87.603894034,"(41.748603883, -87.603894034)"
5679956,HN487136,07/24/2007 09:20:00 PM,044XX N CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1723,017,33,14,07,1151590,1929238,2007,04/15/2016 08:55:02 AM,41.961710609,-87.7180589,"(41.961710609, -87.7180589)"
5679957,HN489497,07/26/2007 04:11:42 AM,103XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2232,022,34,49,08B,1174124,1836498,2007,04/15/2016 08:55:02 AM,41.706750311,-87.637971721,"(41.706750311, -87.637971721)"
5679958,HN481227,07/22/2007 12:50:00 AM,038XX W MADISON ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,1122,011,28,26,26,1150842,1899739,2007,04/15/2016 08:55:02 AM,41.880777428,-87.72158268,"(41.880777428, -87.72158268)"
5679959,HN483036,07/22/2007 11:00:00 PM,113XX S FOREST AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,0531,005,9,49,08A,1180269,1829802,2007,04/15/2016 08:55:02 AM,41.688237196,-87.615673326,"(41.688237196, -87.615673326)"
5679960,HN488043,07/25/2007 01:05:00 PM,058XX S ROCKWELL ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,true,true,0824,008,16,63,04B,1160037,1865896,2007,04/15/2016 08:55:02 AM,41.787723572,-87.688751777,"(41.787723572, -87.688751777)"
5680131,HN488832,07/25/2007 07:06:00 PM,060XX S ALBANY AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0823,008,16,66,08A,1156749,1864498,2007,04/15/2016 08:55:02 AM,41.783954271,-87.700845315,"(41.783954271, -87.700845315)"
5679961,HN478003,07/20/2007 01:16:32 PM,013XX N HUDSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1821,018,27,8,18,1173068,1909520,2007,04/15/2016 08:55:02 AM,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
5679962,HN487931,07/24/2007 09:30:00 PM,054XX N EAST RIVER RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1614,016,41,76,06,1116633,1934807,2007,04/15/2016 08:55:02 AM,41.977609479,-87.846467101,"(41.977609479, -87.846467101)"
5679963,HN483401,05/20/2007 04:00:00 PM,027XX W 47TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,0912,009,12,58,14,1158934,1873388,2007,04/15/2016 08:55:02 AM,41.808305239,-87.692591289,"(41.808305239, -87.692591289)"
5679964,HN488600,07/25/2007 05:30:00 PM,065XX N LEAVITT ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2412,024,50,2,08B,1160459,1943163,2007,04/15/2016 08:55:02 AM,41.999742008,-87.685063924,"(41.999742008, -87.685063924)"
5679965,HN488910,07/25/2007 07:30:00 PM,031XX W 61ST ST,0460,BATTERY,SIMPLE,OTHER,false,false,0823,008,16,66,08B,1156591,1864016,2007,04/15/2016 08:55:02 AM,41.782634781,-87.701437594,"(41.782634781, -87.701437594)"
10513495,HZ255042,05/07/2016 01:30:00 AM,014XX N NOBLE ST,0810,THEFT,OVER $500,STREET,false,false,1433,014,32,24,06,1166793,1909509,2016,05/14/2016 03:53:39 PM,41.907260061,-87.662731541,"(41.907260061, -87.662731541)"
5679966,HN489769,07/26/2007 12:00:00 AM,076XX S YATES BLVD,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0414,004,7,43,06,1193527,1854775,2007,04/15/2016 08:55:02 AM,41.75645215,-87.566322957,"(41.75645215, -87.566322957)"
5679968,HN486538,07/24/2007 05:15:00 PM,085XX S MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0614,006,18,71,14,1166828,1848111,2007,04/15/2016 08:55:02 AM,41.738776734,-87.664359067,"(41.738776734, -87.664359067)"
5679969,HN483920,07/23/2007 01:00:00 PM,030XX N ALLEN AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1412,014,35,21,08A,1152958,1919806,2007,04/15/2016 08:55:02 AM,41.935801458,-87.713280202,"(41.935801458, -87.713280202)"
